VisitModeID,ProviderID,LocationID,Acceptingnewpatients,VirtualCare,VisitMode
584ad51c-c529-4bad-8e7e-a479404ff1ea,03b397ee-fd91-43b9-8d18-6695a04b1613,7c18c89a-a3f6-4cf4-bf84-b44e1a398711,Yes,No,In-person
75191d10-356a-4f12-858d-ec5ea851a2dd,908f31ad-4c5b-4dfb-9fef-f6a0f910eed6,2a168efa-e582-4e4b-a996-a53bb093f11b,Yes,No,Telehealth
0ca06f68-a606-45fd-8c57-7b91a63e7d2b,9e4747eb-f566-4438-a7b3-670421d7b6d5,ef8d52a5-6390-49aa-8e74-aa479484ee45,No,Yes,In-person
203a6bf3-cd51-431d-875e-ea27ecd30c59,ac657077-fc1d-4a72-b8d5-8d79549263f3,58b14eaa-b10b-4190-827b-ed1e55069c99,No,No,Telehealth
f0059056-ab7d-4a79-9cf9-b5b23d2abd48,dbb54508-b49b-48cd-8906-cb874f6b89d3,20d8466e-6928-4dbf-879d-2ea869e0204a,No,Yes,Hybrid
de88c88b-6646-45e0-b4f7-6f9b18e05a68,ae064b1b-ad19-45a8-81c3-6219ed180155,603d0df3-fefe-464c-90d8-2f12c1b09ea0,Yes,No,Hybrid
48b06a23-e162-4497-96d3-e6b9f7663cc1,88291d97-d60a-4df3-9209-97dad08b3602,2aa7ad8f-1a36-40e7-9ecc-09c8267bccbf,Yes,Yes,Telehealth
155f5a85-f3a6-48e3-8ba1-49e4d56809c1,88d14c74-d30c-4ef3-a625-23c9b3642dca,6a364096-23d8-4033-8f26-4684e37298fc,Yes,Yes,Hybrid
f56a16de-ec55-49a7-8cef-d8597556540e,25f55abe-a3b8-487c-b7cc-fbd5eb4c687d,6b7024a5-c72e-4f1d-9cff-782f17d24cef,No,No,In-person
a93a8d92-011e-4130-a0c1-05c74f37da96,75c540a0-fce9-48ec-b643-8e2559f41856,9e1eb637-4611-4c37-8ff7-7c7db2e665d2,No,No,Telehealth
1808791d-0cba-41f3-bbaf-d58659ab5cd9,aeb5a877-8528-45f7-9bac-5fdf946c5287,de1c7b38-a097-456c-bce1-d89ab4c2bccf,Yes,Yes,Telehealth
d1acc799-1702-4ed2-8876-8064a38876ad,36e2ba78-7315-44d8-ad08-1d8bd07c2651,5f138333-255e-48df-8ab4-7fd873f11aaf,No,Yes,Hybrid
b8ee72f3-77a3-4d0d-99c5-2b6fb2277988,a765f1c7-685a-4e39-855f-4d8d54f15743,dfeb2a50-c66f-48b1-ba88-830cfa161db3,Yes,No,Telehealth
e7eaee5d-569f-459e-bc9a-961e50ee039c,00915b1b-872e-4c84-ab53-c9c8b55e56fc,965bed60-db0b-4770-84f6-4ed4d19937e4,Yes,No,Hybrid
336c2d86-c644-4b14-b692-8437f522dbf5,8add2a87-3e58-403d-bc79-5d420706eae3,fad07baf-6bf1-4a05-86f2-3d855f57a5f3,Yes,No,Telehealth
9b815aea-d6e6-4ea1-85ce-f9d603f61a8c,a787b00a-b16e-47c4-b230-021c14a8798d,8a206486-8ae2-418b-8131-c4162ba47481,Yes,No,In-person
ff052844-08a0-4701-b462-54e2054b7559,06c47b90-9199-4c12-b950-42378d999569,6986c0c9-9843-4b4f-9e38-8f84f9e48ac9,No,No,Hybrid
194d639b-dcfd-4e22-bb12-c6bbc2d27cc9,f735cde1-2274-4383-ae07-1d3f14e2688f,908bbde4-f48b-4b18-b1c2-e036e3a84068,Yes,No,Hybrid
d7c94254-ac18-47e8-aeaa-691bdebaa826,843176e2-d4fd-4b38-8421-347ab2aad1eb,6b7acceb-f8f8-45a3-a556-5ce3369e33d9,No,No,In-person
4d3ccfd6-6145-49f7-b790-53bd438578c9,e31ce2ff-0f5d-4867-90b6-31a8da28a520,fe805553-8d21-46a4-84a7-c58b9ef81f1f,No,Yes,In-person
5fd1746e-18ca-4bd8-86a4-a86ad7e5a1a2,f73834b4-df51-4ba9-933c-a82e30697b6a,aabb1c33-d9f9-4829-85fd-de9293d7d743,Yes,No,Telehealth
d64efeb7-f866-45e5-870b-06b3f5e585e2,d7123480-1a5f-4044-83d8-dc238444c0d5,ee8237c1-8428-4bae-b690-c2d6223deee1,Yes,No,Telehealth
c7eee1f8-553a-43b5-8658-d56628ececc6,80e91034-db71-4e54-89c5-864d5ba77248,ed74219b-85ae-40c7-9ea3-1bbda875b397,Yes,No,Hybrid
a77ca4b4-2ddd-40d7-bcdf-2018ff077998,21fd72a2-b3be-4cb6-af70-441a4364674a,527ad230-20fe-4d79-9751-4b5ab4ea681c,No,No,Hybrid
b318b98f-61ce-4138-b3b6-21a1c4df3f64,e4ccc1b3-e26f-4e22-9724-fb8bb96701d3,082c6f6f-3dd0-4c02-8566-74dc13ddb64d,No,No,Telehealth
c2f3e0b7-31bb-4763-8760-42c7e5f79fdc,25dee17c-4b69-418f-bc34-5482ca9b46bd,d4e45d0e-99ed-4e06-a7ab-5d8fe7db9d0a,No,No,Telehealth
84af6f3f-64fc-43bb-a56b-0a815d049e50,611928a6-5139-491f-8b98-2d200dea7d5f,18a0b746-4f46-4c00-89c2-559295429f9d,No,No,In-person
34b38c01-ac83-48b1-b2e7-7d038d79f6a2,240b60eb-fe11-42ca-8859-8e4ae61bc19f,37b1fb0f-b818-4063-8c78-eee4a36e80f4,Yes,No,Hybrid
31ab3b21-cc40-43b1-b002-5df22812058a,40fcb372-25a2-4ecd-9197-bd6392e8239a,03c411a1-738e-4015-971f-e8d80ffed004,Yes,No,Hybrid
4bcfe22c-baf9-4155-9afa-ef90e2dc60d7,44ffc001-6b36-4342-bcd9-3901dd84f015,5fa5f983-0ddc-4102-8e16-5973584a106d,Yes,Yes,In-person
5f9b215a-73d9-412b-8fbe-636d37c99881,36dc0e13-c3f8-4e8d-97a9-79efcce081d2,8aa9be77-7ba6-4e3b-8b6f-da5f8c22fb61,Yes,No,Hybrid
11152c7c-8d8b-4d55-972d-3f474caa5f6a,272963c7-7a2d-4141-8558-44e6b765f551,c92211e1-b20d-4bae-9e41-174c8fea23fc,Yes,No,Telehealth
654a1fa6-068e-41b7-a4c4-f96fdeb27b8c,801dd376-1570-4a06-bf1d-1d24f51db861,5bbbd603-1044-40f4-a7c9-48d809927498,No,Yes,Telehealth
e0f790aa-97fa-4e27-b50a-8a923a61bac5,a6c97243-831c-403a-b7c3-23dcad6d01e8,2c64e39a-a36f-4a6c-9b75-81ca712679d9,No,Yes,Telehealth
98a3af8f-0131-4d44-878e-aac10b4e6936,d5b8d7a4-c30d-4eef-81ae-a7eede4b5b03,7a79ca6e-c438-4b05-a47e-c2d8ac23f8f1,Yes,No,Hybrid
994f0b57-ddd7-410e-9777-a33601c89f5c,b2982ef5-ec94-40cf-8fbf-9a6226ed52a9,c2d773ed-023b-4bb4-9cd9-e371bdb1cb53,Yes,Yes,Telehealth
4deb5ce1-6f9b-44a7-8e71-928824434763,88e92ebe-6a45-4719-89c1-a6d2403a2e1d,23efeabd-b777-4692-9d8c-9c4885db4bca,No,Yes,Hybrid
b1f527fb-c5f9-4ade-af3b-fcb8e08e4b68,b6ae4878-57b3-46e4-be81-dee272e298f9,1ad21e35-35d6-4414-941b-d21b90789445,No,Yes,Hybrid
889639dc-3296-42d5-a505-de5f4005c18b,6d929496-1ca2-48b1-a21b-2c559d8c30c2,5714ef63-97dd-4361-99e9-fed452f644f1,Yes,No,Telehealth
2356d508-46d9-4e27-b637-35109a642d17,9a36fc1d-f583-4ead-97fc-62fd0c5f0a12,ea2f10d3-3cf0-4c43-b2d7-b0ccc19a32c5,No,Yes,In-person
faa93cab-61aa-4e4b-ac17-977b382b1bbb,092dd92b-f690-425b-8df4-bf06c4af94a6,141a33cf-8f8b-424b-bbe4-894c966e05c8,No,No,Telehealth
6e1842f0-fcaa-4014-b295-86b4756c3749,8fbb3e3f-7e04-42ff-adf2-5e3a2ae4ab97,03ac97e0-ad4b-4311-9719-76317cb4ee25,Yes,No,Telehealth
537d59d8-a4c8-47dc-b90e-5dd21b09df41,61a8dbe1-bf1a-4a42-874e-f54b2a95d405,d8c3e105-0875-463f-b16c-bf786c7a3ab6,No,Yes,Hybrid
46d988f8-ddd5-47e6-8f0b-e53b4497501d,c2c0648e-3758-4f16-b62f-30f043b1e63a,34b6c103-cb01-447a-9d49-e5de0256d8b7,No,Yes,Telehealth
c1b5ef70-46b4-4459-96a2-e261461244a4,bcf1e407-3d2e-4e6b-86ca-cb60df4217af,92cb459d-516b-4492-b5f7-9fbfacc0a04a,No,No,In-person
82871779-d57e-45b1-b99c-39cafc6c2c5d,d790e0b8-ec5d-4682-b9d6-ebdc5e7a771e,3201c25f-8e3d-400e-9164-574f30dc5c6c,Yes,Yes,Hybrid
0e75d9ac-2154-4212-87d4-a96aa20e12a6,a99b137d-ae43-497b-8e06-d099185f97a9,c0ab690d-22b5-4e35-9b05-9844b1be20f0,No,Yes,In-person
58b20ab3-7b04-4ae2-a1da-2bb460c13d3d,381bc2bc-65a6-4a38-8c37-016d7744b9ba,7905f4f9-373b-432e-bc1a-a71d09118bb5,Yes,No,In-person
45f9305d-6468-4eaa-afed-3163d16237c5,4411a3de-3027-4d51-ad4f-d828e1030a4c,d3409da4-c793-44c8-8320-e28027b13412,Yes,No,In-person
bcf64e1c-7242-4745-a0b2-ec15c269519f,6b674a3c-c3c9-4c12-93e6-58d84264c336,670fccd5-cb8f-457d-a422-f8a4bac4ec21,Yes,Yes,Hybrid
ef84df49-9881-4d47-a065-1856776d01ae,007d1df1-b680-482c-8e7a-c570330cfc9e,f98b8555-8b8c-4fbc-8ab9-4ab790f099bd,No,No,Telehealth
e658a287-dc4b-435d-b1e9-9e773420a79c,337bd5a0-5638-4d61-981d-87890d165479,3aee6f71-c8f2-4d2b-9514-cbc9b8033f21,No,Yes,Telehealth
c58cb029-2c4c-431c-bf2c-a4cfc8401cc8,17158c37-1a15-4c0e-967d-2d2401d89792,0ca53fbb-2929-4099-a89a-f79e38a0266f,Yes,Yes,Telehealth
1bbacf5b-547b-47bf-b4a4-b410e05b0d76,4068b31a-7aa1-4aa3-9f71-4b784efe6916,210e1f44-df55-456e-a1be-8f42577160cc,No,Yes,Telehealth
7753d8f3-c4b0-40c5-b13c-d07e4c259337,59cb966c-d899-465b-a150-84fad5c50d70,adc27068-78e6-40f7-a787-68a8d95b7f11,No,No,Hybrid
f8e8431e-2690-46c2-b580-cc333a1b9d10,57e63dbe-3d4f-4fce-9eb4-ad7c1c1863eb,c662620e-0c73-40e0-a11a-95fdd58f099a,Yes,Yes,Telehealth
a6c2ba26-1363-4f69-a65f-0c589407ac32,cbce4ec1-694b-40d6-b7e7-c93959384060,d60cf493-c333-464d-abf4-52e096a09c7d,No,Yes,Telehealth
f55aadb7-a151-46cb-8d5a-194ef4a9a5b9,b82314ef-2ce6-40ab-8ba8-612511655bc4,e24cbb00-548c-403c-9042-3169c1536189,No,No,In-person
587221c3-d1ac-4f62-9b3c-8b230a921c00,b06808df-b575-47e7-b17f-e101bec6a4e8,c07313ca-4d55-4973-9c85-6db513bb736a,Yes,Yes,Hybrid
9ea35608-c6eb-4d20-b884-b3ed3e3ffe3c,6aaf46a9-abca-4a16-b64f-a298303ad247,8448aa5a-6232-44cb-895f-8b4ab218aa77,Yes,Yes,In-person
1ce209f0-607d-4366-ab8d-8f9a3c10f7fa,4f4e34d1-279f-4fc1-8d30-34bd6dc07804,6bbbee51-49e4-41c4-9567-9e2a707a077e,No,No,Hybrid
8fb9e8d0-7df8-40cf-81a2-be79b1d54345,11b60810-75a4-48f1-8714-08bfef770583,26f6a596-a8d8-4f0c-8352-016ceb04b5eb,No,Yes,Telehealth
76c99dcc-f51a-426d-bf76-10ff02b331d3,d3a58ff5-657b-4eab-8edf-9e0e0019bcd6,b545c96a-0a1e-4157-aa32-2efa253e1693,No,Yes,Hybrid
eb19b57c-b9d7-4f22-a5f8-8058fe80c728,058a2bff-65cc-42e2-a0b1-1ca10534f573,e35d3933-2346-43d8-a504-9c5e476f6210,No,No,Telehealth
89fd65ed-93d1-45c9-8410-514a9515fe6c,99abf511-f7d6-4714-b129-5ffbedfff6c6,edcb37dc-5c75-40f6-99df-34af6b7df41e,No,No,Hybrid
