InsuranceRecordID,ProviderID,LocationID,ProviderInsuranceID,ProviderInsuranceName,ProviderPlanID,ProviderPlanName,ProviderNetworkType,ProviderPlanStartDate,ProviderPlanEndDate,ProviderContractStatus
9c0a86fa-f49f-4c72-9903-7a44e09a9230,7ef37887-1877-4be9-86f2-c6fceca52d5a,9a89e8cc-7dd5-4c5e-a5e8-29a3a94a1455,4f6567c5-b01b-4bd1-b064-af6433ad51da,United Healthcare,dae999f6-829c-454c-a8fb-ec69ad09b82b,"{""DIRECT ACCESS""}",In Network,2022-11-29,2023-09-29,Pending
58632f88-5f08-4652-bdee-b21e90f27cb6,58983713-d051-4e41-98b9-1ad68d3d9522,2dab5fe3-4182-4a0f-a426-40d788fd9afb,0ec4fbd5-c7ba-4d84-b082-9d8534e49e07,Humana,1a8b201d-0b6b-49e7-ac82-83fa57426ae1,"{""ADVANTAGE EPO""}",In Network,2023-12-27,2024-08-18,Pending
f7b671f4-f1f4-4cc1-a410-973275b0b9e7,a5bab3fc-694f-4dc5-85b1-05a5ad78a7af,2591d843-08eb-4e55-9dbf-daa5d4b2941f,76bc27ed-073e-47be-afe6-1a6dd66504c1,Aetna,ec2baac4-fa16-4f57-b7c4-a66599fb86b4,"{""CWA UNITY DIRECT""}",Out of Network,2025-03-11,2025-04-17,Terminated
d8f6d3cf-4545-467f-8cc6-6d76dcdb0729,2d8659ca-c760-4839-8ddd-4f7e25de2bc7,966f2560-1a3c-4c79-b198-b59516aeeb9a,d485e56e-b84e-4f56-9557-dc3184deef22,Kaiser Permanente,84c4dff6-33a8-403c-9462-bdf05366f060,"{""CWA UNITY DIRECT"",""ADVANTAGE EPO HSA NJPA"",""EPO/EPO PLUS""}",Out of Network,2025-01-07,2025-05-21,Active
11aec83f-f891-4b94-be9e-2c8cbb0c6d0e,58c398f7-0812-4e97-8a0b-bcfe1b5dbf21,15d3173a-8bc6-4fe2-92b9-817021f48ea6,06c58014-9d01-4a0e-8907-07cc2963c038,Humana,399834e5-4515-47e5-b409-b59ccf905d2e,"{""ADVANTAGE EPO NJPA""}",In Network,2023-02-06,2023-10-06,Terminated
88f13720-7d9b-4273-8618-83732ab121cc,520bc35d-cdd1-4007-b1af-7bd374e41250,b5ac4f95-9e5d-4b1b-a65b-69364db10412,5ffa60a8-045c-4fad-9bae-0dd11dc70f8d,Blue Cross,68e5a007-d19f-4b04-8be1-e0ae518f2d27,"{""ADVANTAGE EPO WITH BLUEHPN"",""EPO WITH BLUEHPN"",""ADVANTAGE EPO HSA NJPA""}",In Network,2023-07-25,2024-05-16,Pending
6d5f4cff-442f-4774-96da-b0398b14726d,61003682-6150-4367-9417-7b2cfdfbe9b8,fc04390d-51d0-47f0-88b6-28a440c1d841,ecd8e80f-3eec-4c3b-83db-9bf5d6b73bf3,United Healthcare,98e0e67e-367b-4313-ae3a-dc04103dc407,"{""ADVANTAGE EPO NJPA""}",Out of Network,2022-07-26,2023-11-21,Pending
bbdcc483-4a51-4b4e-a181-ac5fb943a6d5,796228d5-1e00-4e63-b294-a519bed89701,204dfcad-ae40-44c6-8d88-0ebea039432e,393f5a31-e562-4864-bca1-2d70ee2b1d54,Blue Cross,f377fbcf-9ffa-463b-a868-4120b39913f6,"{""ADVANTAGE EPO WITH BLUEHPN"",""ADVANTAGE EPO NJPA""}",In Network,2024-02-20,2025-04-20,Pending
1cd2fdb0-aacc-4d48-92e3-545c9ab21b02,62451773-ac86-4ce6-a61d-3ace3ba77955,d83f1ebf-a719-487a-9a28-2a5b2a1d0211,5f266ef6-616e-425f-af3d-297467e3b106,Humana,6b8120af-59ee-4e1d-a5c2-32e29c2185bf,"{""ADVANTAGE EPO WITH BLUEHPN""}",Out of Network,2024-02-16,2025-03-10,Active
37ef5055-ac66-4856-9582-f220bca918fe,92f56086-f0c7-4792-b7ea-925d2657d2f6,696ad0bb-311e-4a8e-8a7f-a9c60e873192,cc5823da-8fc1-4ed8-92a4-9ff77496c2d6,Aetna,415071bc-7e48-495a-bca1-9413eecdd1eb,"{""CWA UNITY DIRECT"",""ADVANTAGE EPO WITH BLUEHPN""}",Out of Network,2024-08-01,2024-12-18,Terminated
6fe5be08-329a-4004-8613-dd61cbdaf833,4cd5d6ac-e0ca-4945-a5e9-f2e3105bffa9,2693c7ae-628a-41c9-ae89-967f2de9cd1d,e5a77ad8-a7f3-4527-8397-14d691080b39,Kaiser Permanente,f41067d7-3920-422c-9acf-98bb1f60935b,"{""DIRECT ACCESS"",""ADVANTAGE EPO WITH BLUEHPN""}",In Network,2023-04-23,2024-11-20,Active
c230aa7b-32fa-4a66-be1c-17d43ad8ee36,dd813dc4-1366-4aa3-ae19-8499e145c826,a18c5b05-f970-413d-9b7e-5cb27f3ca5b4,2be23779-15b2-41b5-beca-7111bcf87e33,Humana,40244925-e247-4990-9e22-76d66d7ec725,"{""CWA UNITY DIRECT"",""EPO/EPO PLUS"",""ADVANTAGE EPO NJPA""}",Out of Network,2025-03-13,2025-03-26,Pending
a98c2540-249c-4cc6-ba1f-d7711bb7604e,6a111c9f-f2c2-4e07-be66-8c8cad8ea67c,ec452d60-ff9e-4a8a-8738-9d4c2b19fef6,4767ec5d-ec57-4e07-a59a-600d48a84f34,Aetna,48c4d7d7-4ade-4659-8bd2-444f7e23296a,"{""CWA UNITY DIRECT"",""DIRECT ACCESS""}",Out of Network,2023-02-01,2024-08-01,Terminated
fb11e076-710d-48ef-8e0a-ba4d3bc491cc,f5cf9a2c-f1ed-435f-97da-8d9713e2293b,7a41299b-6f93-40cb-b0e8-9bc7b1f6ea2e,a82b2c69-f9bf-4ff6-95df-c2dad9787683,Kaiser Permanente,d3fc4ebe-5b4d-454e-8494-09b6712fbc57,"{""EPO WITH BLUEHPN""}",Out of Network,2023-09-13,2024-07-30,Active
f1b35994-4b9b-4ee8-9b06-d51db312e933,b0956c5b-d918-4445-94fa-3890e7f4aeac,98defdda-5ab8-4ae9-886d-069f6d4f929a,1ebf119f-6f56-426d-af5e-dd4ceb487b94,Aetna,3f662a78-7b9d-47a4-a76f-57669d302b6e,"{""ADVANTAGE EPO NJ"",""ADVANTAGE EPO""}",Out of Network,2022-12-02,2024-09-29,Active
c996d73b-4c06-4063-9d5e-71a0087fc0ef,5effb935-5090-4af6-a276-6f49028efa7f,105f4c9f-42a7-4ca8-b64a-8d7f52f54d1c,12c8c118-a25c-423d-81b8-b56982e0a73e,Cigna,6fe84124-2520-43df-90d8-0baa436f77e7,"{""ADVANTAGE EPO""}",In Network,2022-10-21,2025-06-26,Active
8eb70f84-42e7-4afd-8231-4a358190e2b8,afbb8da0-1ad9-4e9b-8eb4-59c02959cc3f,c247e3fc-38d9-4aed-bcee-a3ae3a8caabf,abd85542-37cb-49c3-860f-ab013b9339b9,Kaiser Permanente,18e82931-92e8-4104-9514-9fb74100c47b,"{""ADVANTAGE EPO""}",In Network,2023-09-04,2024-07-16,Active
fcc5fe4a-62ae-4629-b291-7de689131fbb,88229580-f7e9-4e95-8add-135709284134,49af8cfa-d686-4fe4-82b3-48a4af5d6b90,0225d8e5-1fd5-4e8a-802d-a88e53248c7c,Humana,bf759166-42fe-4d64-b054-2177729ac4c5,"{""EPO WITH BLUEHPN"",""ADVANTAGE EPO"",""CWA UNITY DIRECT""}",In Network,2024-06-30,2024-09-02,Terminated
a3703fc4-c8e1-43ea-ba96-cbe778857bca,b3ce6a89-ee48-4fd0-b4e5-a897d7fe4544,6b7e4b96-2249-4df3-9dfd-fbb81e006b96,891882d6-4838-4c28-887f-f56281f8d716,Blue Cross,a38baed3-9819-4805-ad32-4a2223f6338f,"{""ADVANTAGE EPO"",""ADVANTAGE EPO HSA NJPA"",""ADVANTAGE EPO WITH BLUEHPN""}",Out of Network,2023-02-08,2025-05-21,Terminated
0eb9e610-61a4-4e52-8408-e4b36adcc3b9,63e6f90b-6c5e-4228-83b8-c77f9db76e8c,90cee8d0-f2fb-41c4-96ab-a1e2dc16f698,37bf5bb8-ff16-4229-98a8-0abd70d3bf30,Humana,f664d206-2c52-4bb2-afb1-85b5dd221bb7,"{""DIRECT ACCESS"",""CWA UNITY DIRECT"",""ADVANTAGE EPO NJ""}",In Network,2022-10-23,2024-08-21,Pending
6d0688ca-c7d3-4e5c-b3ba-01cadf234df3,b4ed3446-cb1e-472c-91a8-1749ec3b4891,4b096c47-b392-488b-8355-9e3b1e019cd6,87a35f37-cdcd-4cf8-9ef1-e06a5b997cc6,Blue Cross,69462ae2-8c85-4133-9f8e-c9d7d08f2ec1,"{""ADVANTAGE EPO""}",Out of Network,2024-07-03,2025-04-28,Active
972c338d-4f0b-43ae-b409-338ad7ad89e4,f30d824a-7137-4ceb-8e9e-db40ab2f349d,bd2fedeb-c27d-4171-b261-1c6ca3099552,5446805f-4e1e-4c07-9523-d5aabc4f7e73,Blue Cross,ce207549-c5e1-4f7e-bcf5-40796511fd63,"{""EPO/EPO PLUS"",""ADVANTAGE EPO"",""ADVANTAGE EPO NJ""}",In Network,2022-09-11,2023-04-24,Pending
b7e900f9-370c-4a49-993e-f28cbfe18fae,fa4a3ba4-8f7c-4178-b69d-eb516023717d,b176017a-b85b-48e6-ab8e-759e98d02f96,8f758468-fa75-4d58-b4ee-66020999f5e6,Kaiser Permanente,3249c24d-8a96-43fa-9d06-bf90b3c94b83,"{""EPO/EPO PLUS"",""DIRECT ACCESS"",""CWA UNITY DIRECT""}",In Network,2024-08-23,2025-02-14,Terminated
9112e34e-8e35-4894-a35a-bff2e599bca2,d2e1594a-3439-498b-8160-5e22c0316398,2e29bed1-12ae-40b3-9e31-4309bba0b087,228a4b52-26e5-4303-baf7-9a01aea9327e,Kaiser Permanente,e5e555d7-d2aa-4ece-b038-702c624571c0,"{""ADVANTAGE EPO"",""DIRECT ACCESS"",""ADVANTAGE EPO HSA NJPA""}",Out of Network,2025-02-02,2025-06-30,Active
00cf5394-9dae-4b61-939c-769152114951,be65a248-e6b2-4e58-b809-3c57948d5a80,965d202e-3517-4405-825e-88d6ef2b9bb0,67a1b17a-8fd1-4c4e-9c7f-314586783ade,Humana,99a9291c-65ca-4642-9e52-9ae7bcddf0c7,"{""ADVANTAGE EPO HSA NJPA"",""CWA UNITY DIRECT""}",Out of Network,2023-01-15,2023-08-04,Active
3a480998-24af-4443-9827-062141364daf,36837759-3a72-46ef-a614-4dfa96ca523c,70d65e62-bfe4-44d9-80c7-886bef2c94fb,6faaa903-c634-4f05-9491-3f428976dab5,Cigna,3f003bd8-ee1d-49f9-8264-7e4d3372382f,"{""EPO/EPO PLUS"",""ADVANTAGE EPO NJ"",""ADVANTAGE EPO NJPA""}",In Network,2023-07-28,2024-12-26,Terminated
02d1b413-7aca-461c-bb35-54d9ff3663b6,7ced3223-39e9-4665-846d-a318da87ab19,b467db78-2e95-4788-8804-54179511d36b,83bf2cc4-10c3-4931-9b9c-c0ee9477577c,Humana,3ad74191-dd40-440c-b1c7-25f59bbeff62,"{""ADVANTAGE EPO WITH BLUEHPN"",""DIRECT ACCESS"",""ADVANTAGE EPO NJ""}",Out of Network,2024-06-15,2024-08-20,Terminated
c4c10069-9c5e-4833-a360-05bb245799ff,38407f8a-0d16-42f1-8a34-4c29cf9de508,63f85b30-5715-4383-a781-091cb7740f3d,3bf7618e-6182-40bb-9305-2ec9bcd0e2aa,Cigna,4c1b2a09-f362-4306-90bd-010fca63d7b0,"{""EPO WITH BLUEHPN""}",Out of Network,2025-03-02,2025-05-05,Active
687ba7b9-0645-42fb-b8d9-edde2282587e,37c27e78-fad2-428b-864e-0018499a4697,829a56ca-0f44-4846-93f0-58b48b4bd733,bd9499ba-84c3-4695-b60d-0e629cc2681d,Cigna,23bf5c9f-66cc-4677-82fe-3248789f9c53,"{""ADVANTAGE EPO WITH BLUEHPN"",""ADVANTAGE EPO HSA NJPA""}",Out of Network,2024-07-28,2025-01-19,Active
1e2e5d0f-5436-4587-adc5-92e278255853,ebb44c98-2f95-4fe7-8b6a-f91face14769,7607a0a9-34fe-4eaf-b8ac-2cf02b191c40,cb5cf448-f4e3-4b7f-b1e2-eaec250ee8c9,Cigna,cef85dfc-b05a-4aef-a4d2-2cd082d6db41,"{""ADVANTAGE EPO HSA NJPA"",""EPO WITH BLUEHPN""}",Out of Network,2022-07-23,2023-07-03,Active
d9e6a520-b9bc-4553-9dce-fa4e79d49186,011d7b5d-c89c-4fde-9c5d-fc1bf1ea87b9,e2e9c9e4-5d55-41ad-a5bb-8537947ef4c5,de2b6c80-4670-4c68-b2d9-4413b30ebb2c,United Healthcare,5d9ae6cb-9ce2-4130-ae12-082800599a4c,"{""ADVANTAGE EPO NJ"",""ADVANTAGE EPO"",""CWA UNITY DIRECT""}",In Network,2024-07-05,2024-10-04,Terminated
67818f6c-a7d7-4279-941f-a2c01f465115,e2899908-098d-452a-94be-6e2f38caa0bc,981db551-a04a-498e-ad36-990ce5440e84,422a0dfa-ae2b-4045-ae12-282a2d3240f3,Kaiser Permanente,44fdbb29-61dc-4dc1-add5-4126b3ecd98d,"{""ADVANTAGE EPO NJ"",""CWA UNITY DIRECT"",""ADVANTAGE EPO WITH BLUEHPN""}",In Network,2023-10-30,2024-08-11,Pending
4481bcbe-439a-4acd-a2a9-e9ea7c102b83,4aa85d29-41e8-47ea-97eb-71600e185ee5,a48f5ca2-3f5d-4903-a3b6-b227ce49bf7c,8865dc1e-c126-461f-82db-e330018e6582,Kaiser Permanente,5b2fbf0b-fcff-4684-8e08-649fe28fe3df,"{""ADVANTAGE EPO NJPA"",""EPO WITH BLUEHPN"",""CWA UNITY DIRECT""}",Out of Network,2023-12-07,2024-08-15,Pending
75150b82-7a04-4ff1-bce3-720ec2c25a8e,14b842b1-8da0-407b-aa05-bcc4a1bc9d72,6124dbea-e6f6-4bff-a743-71ee43d6e38f,5d0c373a-33f6-48ce-871a-ca4bb109cf34,Cigna,a3923619-ecca-4668-96c0-b26f283092c5,"{""ADVANTAGE EPO WITH BLUEHPN"",""DIRECT ACCESS"",""ADVANTAGE EPO NJ""}",In Network,2023-08-14,2023-09-26,Active
fa311172-bed0-41c8-bfad-e4578dcd50f2,7554c3ea-f22e-434b-8017-72f8ee6b8e23,5ba7eb64-9cbf-4274-9cd8-65e70e99655a,092619ee-0e39-4f83-b6eb-e95e969b3083,United Healthcare,d5e20667-797c-420b-be4d-8052a9abfc1a,"{""ADVANTAGE EPO NJ"",""DIRECT ACCESS""}",Out of Network,2024-11-23,2025-02-11,Pending
9f79bace-8f70-45c6-ab80-6227dc62da2a,a5df2d84-41bf-4028-8a8c-c8d45e266b6a,f94e1582-c49e-48c7-9bad-afd2b7e9c934,8e3ee913-aea8-48c9-a905-38438fc31732,Humana,e57c83db-e2f3-4589-94a9-0ae7fedd6446,"{""EPO/EPO PLUS"",""ADVANTAGE EPO NJPA""}",Out of Network,2023-05-02,2023-07-17,Active
89f644ba-9ea0-4e22-931c-481dbd668ee4,34a96adf-668c-4569-a77f-8e1ca34dab28,8775831d-8978-42c1-bf1e-f680cbb12109,6e0bc5b0-3595-468a-aabf-1ea9939d9530,Humana,595bbc4f-b1d4-4d83-a948-a1f1fe84b622,"{""ADVANTAGE EPO WITH BLUEHPN""}",In Network,2023-02-20,2024-06-08,Pending
777af075-6d73-4983-9531-7c661ee81afd,54103731-fb3d-4b97-b839-596c2f0c25a9,2645d3fc-c418-4bbc-9eff-8a2ec21f8f29,0714a133-9578-44a3-af67-a94c444b9c27,Cigna,b2592cb8-eacb-4e26-9550-cbddd37929fb,"{""ADVANTAGE EPO WITH BLUEHPN""}",Out of Network,2024-12-21,2025-03-23,Terminated
2c1e1aba-f488-4d4f-877d-0fa5548ca5be,5936c7c4-9c23-4a2e-8c91-32234e59f6b6,82a3ef85-2938-4927-bddb-4de1fa4708a1,41cbed3c-1cc9-4aa5-b571-34fa639261f6,United Healthcare,3d0e2504-08c1-4e43-99a5-5304aeee2cb3,"{""DIRECT ACCESS""}",Out of Network,2024-06-30,2024-10-20,Active
2c7cb3e0-7fac-450c-ac2c-6039a4600207,3a94d889-00fa-476d-b70c-20047cfd251f,8d2fe18f-ef17-4c24-a126-5703a1422db9,3bcc329c-5287-4884-a456-30610eca087f,Blue Cross,2a80c4c7-4ffc-48ae-ab13-c15d2fff036b,"{""ADVANTAGE EPO NJ""}",Out of Network,2023-05-27,2024-07-21,Terminated
c0a34d12-cddf-4e61-b6c9-f4437748bb71,aa979b99-077d-4dda-afaf-01c76d36a4cd,88e19fcb-fa2a-48b2-871a-07f4dad3a79a,a363a79a-4b95-4042-b44e-b158edc906e5,Blue Cross,0538009d-8813-4beb-8ecb-f0f38fed21d7,"{""ADVANTAGE EPO"",""CWA UNITY DIRECT""}",In Network,2023-02-15,2024-06-26,Active
