RatingID,ProviderID,RatingSourceID,RatingSourceName,RatingType,RatingValue,RatingStartDate,RatingEndDate
44137b90-ef69-43d0-a8f1-96b252df82cc,b4ed3446-cb1e-472c-91a8-1749ec3b4891,136845c4-5729-4db6-8801-606d11c644d3,Vitals,Internal,4.1,12-09-2023,02-04-2024
1f3c3a86-8f53-42e3-b710-e452ba16db34,f30d824a-7137-4ceb-8e9e-db40ab2f349d,14316183-e0cc-4f2e-af2f-83e367ea394f,Healthgrades,Internal,2.5,25-04-2021,03-08-2023
2df948c0-7e30-4683-8e3a-a2200bae2df6,fa4a3ba4-8f7c-4178-b69d-eb516023717d,219e32c2-74ad-4b65-a6b4-4308159394f6,Healthgrades,Peer,4,20-06-2024,02-07-2025
44affac8-ef86-4703-aa3e-ff68a2491c86,d2e1594a-3439-498b-8160-5e22c0316398,945b3ce3-5b96-448b-8e21-b89229d0b0b8,Vitals,Internal,4.3,01-10-2021,17-10-2022
30611e6a-94fe-413a-83df-37102a8c1d07,be65a248-e6b2-4e58-b809-3c57948d5a80,a8a1a5cd-fd4b-450b-b12d-4514087f5dc6,Vitals,Internal,2.1,16-08-2023,30-07-2024
c9a3fe31-c2a9-4036-8454-2165667aab94,36837759-3a72-46ef-a614-4dfa96ca523c,da8b5b11-20b9-4c88-a6e0-bc1a84610dcd,Vitals,Peer,2.4,15-12-2022,18-05-2023
5aa1f22c-6f21-4336-bc57-df53bfdae60e,7ced3223-39e9-4665-846d-a318da87ab19,a1fe8463-030a-4b60-8cd9-7316e3be0186,Internal Audit,Internal,2.9,05-06-2024,27-08-2024
7399ba42-4061-4cd6-8342-5658834f1d9a,38407f8a-0d16-42f1-8a34-4c29cf9de508,693c7bd1-8dc0-4717-8d01-512f891788e2,Internal Audit,Patient,1.1,06-01-2024,02-07-2025
39abe965-cc51-4b9d-8b14-48822ec69fd7,37c27e78-fad2-428b-864e-0018499a4697,8e6e3b65-ef3e-46cb-9119-ea8295c84ca9,Internal Audit,Internal,1.3,08-06-2023,02-07-2025
ac0cc2f3-9e4d-4e89-8f80-734799de4422,ebb44c98-2f95-4fe7-8b6a-f91face14769,2bf5991d-4b4b-434f-adb3-2ee7a898e90e,RateMDs,Peer,4.8,03-08-2020,08-08-2021
c8dc18f6-7a0b-423b-bcdf-8035d8c40a0b,011d7b5d-c89c-4fde-9c5d-fc1bf1ea87b9,36e13351-69d8-4c4a-b37a-1a6ed0bb10db,Vitals,Patient,1.2,18-06-2023,26-03-2024
aa3cdf73-aa3c-4234-94eb-050d9d123ef9,e2899908-098d-452a-94be-6e2f38caa0bc,8929358b-0e83-4eb5-a3a4-bd399df5b1fa,RateMDs,Internal,4.2,09-08-2022,18-08-2024
5f75f63b-194a-4279-9ad2-e3c9f9765ae1,4aa85d29-41e8-47ea-97eb-71600e185ee5,8a6e2b90-a322-422e-b33e-5db522ef2b68,Healthgrades,Internal,4.7,09-12-2020,02-12-2021
2ed46cca-5dad-43f0-8a08-c748eec2a939,14b842b1-8da0-407b-aa05-bcc4a1bc9d72,4d338475-d5a9-454b-8fd5-ff794bc0edaa,RateMDs,Patient,4.5,03-07-2023,15-10-2023
90004b7f-4f83-44d6-a635-14eddb9d474c,7554c3ea-f22e-434b-8017-72f8ee6b8e23,70bf0923-ee68-4815-ace6-293ed3ea9a4a,RateMDs,Peer,2.1,25-01-2022,28-01-2024
56325c9d-7ef7-4f10-b0b7-9dbca15b0221,a5df2d84-41bf-4028-8a8c-c8d45e266b6a,043becd6-5c9c-4b86-a578-dfdf72938e9d,Internal Audit,Internal,3.8,27-12-2021,26-04-2022
9d93fc6c-00f7-4b59-bf1f-89e364da31a7,34a96adf-668c-4569-a77f-8e1ca34dab28,a2cb3ca2-aa23-49fe-b07f-c7a9ba117795,RateMDs,Peer,2.4,29-01-2023,12-06-2023
23d36e21-8854-48d6-be06-b95155f371f8,54103731-fb3d-4b97-b839-596c2f0c25a9,fd7282d7-d3a2-48b2-a6f5-b2c4fd4f9622,RateMDs,Patient,2,14-03-2023,10-08-2023
73b26b01-e060-4a13-8b6c-0780df958388,5936c7c4-9c23-4a2e-8c91-32234e59f6b6,cbc2b673-81ff-4a37-9e4c-628c61c40518,RateMDs,Patient,1.4,29-01-2023,31-03-2023
c685baaf-7198-4b4b-a775-1d0f2031ac47,3a94d889-00fa-476d-b70c-20047cfd251f,2009162c-5df5-44d1-94ca-fef019eb5fe9,Internal Audit,Patient,2.6,11-03-2023,02-07-2025
4be3299f-d4a3-409d-8763-5e0a35bcaf56,aa979b99-077d-4dda-afaf-01c76d36a4cd,6966b308-41db-4f5c-a5d0-a51dcefcd320,Healthgrades,Peer,2.9,28-09-2021,27-03-2024
e054fca2-8eef-48f8-9db0-9902819195ab,f4c2883a-a780-4540-9081-bb613d5f3016,be7de61a-f947-4dc6-bb93-47e8571ca14b,RateMDs,Internal,1.6,13-02-2021,24-01-2022
8c33e482-f9ed-416e-8687-96eaff7f858c,f1a69259-1d65-4c0c-ae58-9422a6091ae7,715b5540-6bfd-45f9-af59-df92ddbbba3b,RateMDs,Peer,4.9,29-09-2020,03-07-2022
0c52008d-527e-44ef-8115-ed4bc00b9356,d36a0892-ba61-40d3-a3cf-912ecb58ed55,cdcba6d3-64dc-4447-80a3-d7648e0dc7a7,Healthgrades,Patient,2.3,01-06-2024,09-01-2025
e71c3c28-0039-4baf-9e83-21c1b1d66658,0198128f-da8c-4281-a7b9-a722de37368d,7d79092e-ec2d-4104-bb67-f9bd6e28c189,Internal Audit,Internal,4.7,01-08-2021,31-01-2023
f5ed08b4-cc16-4270-94a6-16bb43096ea2,b5e0b7d5-751f-48f8-9d44-ab68d80a338b,de366ec7-2e2c-4fd8-b26c-45141433add9,Healthgrades,Internal,1.6,24-11-2021,09-11-2022
17e8d1d5-532f-4f8c-82a1-501dbc4049c0,d03275de-9296-442e-8b34-34d3bb5ddc7d,122455d7-7a52-4ac6-a55f-0c9d20cd69b2,Internal Audit,Internal,2,27-05-2024,15-07-2024
6ebfa6ed-d8c8-44b5-8712-edb8fde31afa,2a25c33b-675b-43f1-a48c-6362037563fd,7f8f2388-ef9b-4bc6-a73a-71e0278e2f3b,Healthgrades,Internal,2.1,05-05-2023,16-02-2025
c3605122-01d9-448a-abce-9b9c3b72ba18,364ead85-392c-4378-94d9-c1f1964b4aff,c467168a-b366-415a-b512-84845e937334,Internal Audit,Internal,3.4,03-01-2023,15-05-2023
4d387a11-1756-4ef5-bf68-23de06712e75,3de6cced-f8b0-45ac-b037-9260238186c0,8c32a2cf-06cf-48b9-b541-df6afcc7732e,Vitals,Peer,1.9,31-08-2020,22-08-2021
60a9307d-3912-4914-853d-ad4ac13b78e9,e30a1cf7-f0ca-44a5-bb4b-ef60a3a87d6d,36bc6da5-b2d8-4c91-a1d9-0712aabdc741,Healthgrades,Internal,3.3,01-10-2021,03-08-2023
ac5444c2-0ef7-4692-a5ff-17f44f7c4c2d,dc07e21c-7de9-4473-b863-0e76bdb4aad3,794f1797-580b-4b9f-95db-0b1eaaca7e1d,RateMDs,Patient,4.2,06-01-2024,02-07-2025
b233a926-227f-48bb-8e1b-a52e32101752,63c1158c-6dd8-43b6-afa3-eeca8312126f,53f6e7ba-194e-494d-9baa-a869c6f6c43d,Vitals,Patient,2.2,04-03-2021,20-04-2022
5093005b-6756-4913-9dff-476fe52626d3,78d36cbe-4fd6-4af6-911d-a62ff72dfdad,c2b2085e-2102-4278-aac1-71e7512642cc,Vitals,Internal,4.2,08-07-2022,23-06-2023
65732523-6426-41de-b405-b1cf39f58a0c,905ea4e8-7d2b-49b9-8d76-2be6b9cf710e,7a5bd43e-3e73-4236-8701-3bed69ef6162,RateMDs,Peer,3.3,18-07-2022,06-02-2025
d091abc7-6bfe-4086-b4c9-0ae65a437d76,0e646161-1d19-4b8b-bbdd-dbc4af838eca,8945b5b6-3cd7-48ee-926f-4a2b6f49ff69,Internal Audit,Patient,3.2,18-02-2024,02-07-2025
2b8ba344-00e9-4b57-924d-9e8dd2096d61,b4441ba7-e9ea-4e4b-9ed1-d62f172bb394,669e0171-80b9-4634-8b6b-e71838b0e64f,RateMDs,Peer,4.8,01-03-2022,12-04-2024
5446f03d-892b-43df-9257-787a00cf58fa,211885d8-efbf-47dd-8da8-b682ee071ad3,fac3e942-1e05-4c39-87e6-4f87a2099761,Internal Audit,Internal,2.6,09-08-2021,09-03-2022
be06cd14-2958-4b24-8651-70a8e20a3bc1,03b397ee-fd91-43b9-8d18-6695a04b1613,f4021608-6b46-41af-a368-8d3c2aa8659b,RateMDs,Internal,2.4,31-10-2022,31-03-2023
1799c1b0-7bc8-453e-a630-902389e4cbd7,908f31ad-4c5b-4dfb-9fef-f6a0f910eed6,d93237a5-949c-4c85-8c30-b0d80a394817,RateMDs,Internal,1.4,04-08-2021,12-10-2022
efb9b67e-a91a-42ea-9bcc-8f1037844eb4,9e4747eb-f566-4438-a7b3-670421d7b6d5,48b90888-a32f-4abc-9722-ffba78625f58,Vitals,Internal,2.2,22-12-2021,24-08-2023
af27b082-9d83-40b5-9b18-2be191a520f8,ac657077-fc1d-4a72-b8d5-8d79549263f3,76b2097a-fd7a-489d-b7a9-1e77f5f7e27a,Internal Audit,Peer,2.8,09-05-2021,26-12-2021
ab25f3fb-a54f-4d6f-8cdb-d7101021ce41,dbb54508-b49b-48cd-8906-cb874f6b89d3,23082094-d7f3-4813-a9a9-b11af690003f,RateMDs,Patient,4.5,27-01-2023,06-11-2024
76e67d30-7748-4bac-98c3-66a577ea53d0,ae064b1b-ad19-45a8-81c3-6219ed180155,1e3171e3-f53e-4995-a510-93dae35b2db2,RateMDs,Peer,2.1,16-11-2020,22-04-2022
7a97f925-5606-46e0-a1da-68cf6c8bcae0,88291d97-d60a-4df3-9209-97dad08b3602,c076e93b-ad03-42a4-845a-5f57539baea9,Healthgrades,Internal,3.8,06-06-2022,06-04-2023
4ce0f9e1-b1dc-4b7d-a43c-a4afb72fbd9d,88d14c74-d30c-4ef3-a625-23c9b3642dca,030e521d-c9e8-438c-808b-2cd376bdc503,Healthgrades,Patient,4.2,20-09-2020,08-02-2023
c2678fed-ed55-4fe6-b637-b1eb8b2650f3,25f55abe-a3b8-487c-b7cc-fbd5eb4c687d,e5d6501e-1892-4f52-8e5e-3f82ad6ac1e3,Internal Audit,Patient,3.4,14-02-2021,04-11-2022
8c5e1a5e-8c23-4ffe-afae-851ce0cf11f4,75c540a0-fce9-48ec-b643-8e2559f41856,b44ec508-8025-4a52-add2-89b8c200fdff,Internal Audit,Internal,2.7,22-04-2023,22-02-2025
ad32a9a2-bd1f-4d2d-ba74-eb53cdfb8e8d,aeb5a877-8528-45f7-9bac-5fdf946c5287,435d223c-f696-4b53-96b6-dd2f42479f36,Vitals,Patient,3,25-10-2020,13-08-2022
66c9df27-dfc2-40ba-bfd1-432bece0e8b3,36e2ba78-7315-44d8-ad08-1d8bd07c2651,620b902f-b6a7-4eff-9f0a-ede4f5b3ca0d,Vitals,Patient,2.7,25-02-2023,27-05-2023
c9280f9f-3f20-4287-8b57-19d0837d2aed,a765f1c7-685a-4e39-855f-4d8d54f15743,4aa7e629-d6fc-460a-8fd0-606bfc21730e,Internal Audit,Patient,4.7,20-03-2021,05-03-2023
99cbd9e4-e0f3-43ff-ae77-3629ea070cc9,00915b1b-872e-4c84-ab53-c9c8b55e56fc,ec5d430d-27e2-4083-a67e-7a1243adeec9,Vitals,Peer,4.4,13-10-2023,02-07-2025
eccb9ab5-3f61-4017-b135-1eb56e954f16,8add2a87-3e58-403d-bc79-5d420706eae3,9da80b91-b750-40a0-8902-f613fb51bb4b,Internal Audit,Peer,4,07-02-2021,14-12-2021
1538369f-a669-428c-a66f-7369401c9e82,a787b00a-b16e-47c4-b230-021c14a8798d,8159bda9-03c4-4bf7-ad88-6573bee83a7e,Vitals,Patient,3.6,06-11-2020,04-08-2022
cf592eb7-794f-4e76-8efe-bdf8ef921c13,06c47b90-9199-4c12-b950-42378d999569,8ba589d2-2dbc-40b5-8ae2-8339104dc011,RateMDs,Internal,2.6,16-07-2023,05-11-2023
3547de71-6451-42fe-8475-c9fbb39bdeda,f735cde1-2274-4383-ae07-1d3f14e2688f,afd3c37b-ec0e-4f90-b62e-3849e3c36ad1,Internal Audit,Internal,3.9,13-05-2024,02-07-2025
d39bf9bd-2524-4237-b10e-05f55ea19665,843176e2-d4fd-4b38-8421-347ab2aad1eb,5a90fcfb-417c-4416-87e5-3e1b2935d5a7,Healthgrades,Peer,1.4,12-07-2023,30-04-2025
eea239ff-041a-4fd6-ba42-9ec96180b4cd,e31ce2ff-0f5d-4867-90b6-31a8da28a520,2d77f3fe-e5e2-40f1-acd4-5aee21d552d9,Vitals,Internal,4,23-11-2022,24-04-2023
b0c87246-e211-4193-b847-1e8dcb5f0aa2,f73834b4-df51-4ba9-933c-a82e30697b6a,af1f099f-d24d-4d55-bacb-0be29d2b9edb,Healthgrades,Internal,3.8,02-02-2024,02-07-2025
c7387aa5-a15a-4f02-9a04-202ff01a6728,d7123480-1a5f-4044-83d8-dc238444c0d5,f7e42161-fd99-4e17-ad67-5d3aaf0f90f7,Internal Audit,Peer,2.9,23-09-2023,14-12-2024
cd11a289-84ad-4d61-a372-343168e16aad,80e91034-db71-4e54-89c5-864d5ba77248,b658e23e-0a4d-4e81-853b-17b61dfdc7d8,Internal Audit,Patient,3.8,26-04-2021,01-04-2023
f8e72b2e-34d4-4731-ac9f-ae566f43e74f,21fd72a2-b3be-4cb6-af70-441a4364674a,782bcaf2-7579-4387-9103-173ac9e3f556,RateMDs,Internal,4,03-07-2021,06-01-2024
1b85e9c6-38af-4fae-954a-99585d24a81e,e4ccc1b3-e26f-4e22-9724-fb8bb96701d3,b18a7a5e-3e73-4d25-a738-3bd162269708,RateMDs,Internal,4.2,31-01-2022,22-11-2022
c9bd8bf0-8346-4bf2-8c10-f4f7ca2312fa,25dee17c-4b69-418f-bc34-5482ca9b46bd,99908318-f19e-42ff-9542-a92ecafa3803,Internal Audit,Internal,4,26-05-2023,03-04-2025
951e5f0c-3cdd-4617-a673-b81f7432fc88,611928a6-5139-491f-8b98-2d200dea7d5f,f398b434-7d78-44d6-9fae-608e3a8dff33,RateMDs,Internal,3.6,16-08-2023,28-02-2025
a7ccc856-7fa4-4558-af77-921dea5fa371,240b60eb-fe11-42ca-8859-8e4ae61bc19f,80af41d0-35a1-485a-b4ae-47ec45b839b3,RateMDs,Peer,3.2,08-02-2023,27-10-2023
b3c4f200-f5b7-4381-9308-654e3011533c,40fcb372-25a2-4ecd-9197-bd6392e8239a,b3c94283-65f1-4d50-bfbe-53d35eaf67b0,RateMDs,Patient,5,08-04-2022,10-02-2024
45369892-343b-4d52-8fbc-3f705ebbed30,44ffc001-6b36-4342-bcd9-3901dd84f015,400dff8d-1acf-4cbf-919d-400ea58b14fd,Healthgrades,Internal,2.8,07-02-2022,06-11-2023
571ec8d9-1c18-460d-ba5d-b8b3f9e2c9fd,36dc0e13-c3f8-4e8d-97a9-79efcce081d2,81cb8a84-a712-44f0-9e42-61a2a16e9ca2,Internal Audit,Peer,4.4,13-10-2021,04-11-2023
34187564-89dc-464f-b042-c39ae57e86b6,272963c7-7a2d-4141-8558-44e6b765f551,fd22200d-59e5-4bfc-aefc-2056d6fe9e0d,Healthgrades,Internal,3.2,20-07-2022,29-07-2024
c1eaa785-331e-465a-a91b-49c3c9fc2a6e,801dd376-1570-4a06-bf1d-1d24f51db861,a2fbf94c-3c40-44da-a70e-e89e3474b98b,Vitals,Internal,4.8,26-01-2023,04-03-2024
bc8d89be-f9e4-4225-859b-7b79126949da,a6c97243-831c-403a-b7c3-23dcad6d01e8,de92445c-b561-46dc-992c-945c0d68d5a2,Healthgrades,Patient,4.8,18-08-2022,04-11-2023
77289f14-54dc-4ef2-98e8-0a85d944cbc5,d5b8d7a4-c30d-4eef-81ae-a7eede4b5b03,41621fe0-c0e4-4f3b-82c9-bf3fa79593e0,Healthgrades,Patient,2.1,30-10-2022,27-05-2025
5469e0fc-173b-46b5-86d6-345b2868e738,b2982ef5-ec94-40cf-8fbf-9a6226ed52a9,62d3fc34-6a8e-4513-9c6c-dcb57230af8f,Vitals,Internal,4.1,11-09-2020,17-07-2022
ef1c71aa-d005-4cd2-96bc-fdb56fd112bd,88e92ebe-6a45-4719-89c1-a6d2403a2e1d,6a5eaf65-2909-40ec-9bfd-c66f068cfd16,Internal Audit,Peer,1.6,04-08-2023,02-07-2025
ccaa735d-4a78-43d9-a659-3558feb14535,b6ae4878-57b3-46e4-be81-dee272e298f9,3dced258-def8-4c2f-9598-d863dc90390e,Internal Audit,Patient,3.6,11-04-2021,02-06-2023
1cf8971f-d1e4-4b10-888f-9d3b1b8453e7,6d929496-1ca2-48b1-a21b-2c559d8c30c2,3bb37273-c8e5-4f4f-b4f9-d03d22793774,Vitals,Patient,4.9,13-03-2021,20-08-2023
c4781224-90c9-43d5-a71f-acdfb2b2d503,9a36fc1d-f583-4ead-97fc-62fd0c5f0a12,8bf1da5c-3521-406a-ace9-afc80594194b,Healthgrades,Internal,2.9,09-01-2023,12-04-2023
0ef85e8b-fdf7-4b28-9c0b-845d86fdb860,092dd92b-f690-425b-8df4-bf06c4af94a6,880e98c3-4ae9-49c2-9cc0-01e269ce7aff,Vitals,Patient,1.3,10-10-2021,27-05-2022
b62621b5-1c2d-4cd8-a5e2-c47f8dd2b805,8fbb3e3f-7e04-42ff-adf2-5e3a2ae4ab97,1fbf7eda-81e4-4b7b-b9f6-e72d8de22bc8,RateMDs,Patient,2.8,22-06-2023,23-07-2023
