ProviderLocationID,ProviderID,ProviderAvailabilityDayOfWeek,ProviderAvailabilityStartTime,ProviderAvailabilityEndTime
220b8e10-54e1-4cd7-be74-ad6599d7d0df,b4441ba7-e9ea-4e4b-9ed1-d62f172bb394,"{Mon,Tue,Wed,Fri}",9:00 AM,5:15 PM
a16f3d8d-f302-4d68-beb4-40ee69e0029d,211885d8-efbf-47dd-8da8-b682ee071ad3,"{Tue,Wed,Thu,Fri,Sat}",9:00 AM,4:15 PM
7c18c89a-a3f6-4cf4-bf84-b44e1a398711,03b397ee-fd91-43b9-8d18-6695a04b1613,"{Mon,Wed,Fri}",9:00 AM,6:00 PM
2a168efa-e582-4e4b-a996-a53bb093f11b,908f31ad-4c5b-4dfb-9fef-f6a0f910eed6,"{Mon,Wed,Thu,Fri,Sat}",9:00 AM,4:00 PM
ef8d52a5-6390-49aa-8e74-aa479484ee45,9e4747eb-f566-4438-a7b3-670421d7b6d5,"{Tue,Wed,Fri,Sat}",9:00 AM,6:30 PM
58b14eaa-b10b-4190-827b-ed1e55069c99,ac657077-fc1d-4a72-b8d5-8d79549263f3,"{Mon,Tue,Thu}",9:00 AM,6:45 PM
20d8466e-6928-4dbf-879d-2ea869e0204a,dbb54508-b49b-48cd-8906-cb874f6b89d3,"{Mon,Wed,Thu,Fri,Sat}",9:00 AM,4:00 PM
603d0df3-fefe-464c-90d8-2f12c1b09ea0,ae064b1b-ad19-45a8-81c3-6219ed180155,"{Tue,Wed,Thu,Fri,Sat}",9:00 AM,4:00 PM
2aa7ad8f-1a36-40e7-9ecc-09c8267bccbf,88291d97-d60a-4df3-9209-97dad08b3602,"{Mon,Tue,Wed,Thu,Fri}",9:00 AM,6:45 PM
6a364096-23d8-4033-8f26-4684e37298fc,88d14c74-d30c-4ef3-a625-23c9b3642dca,"{Mon,Tue,Wed,Sat}",9:00 AM,6:15 PM
6b7024a5-c72e-4f1d-9cff-782f17d24cef,25f55abe-a3b8-487c-b7cc-fbd5eb4c687d,"{Tue,Wed,Sat}",9:00 AM,5:00 PM
9e1eb637-4611-4c37-8ff7-7c7db2e665d2,75c540a0-fce9-48ec-b643-8e2559f41856,"{Mon,Tue,Wed}",9:00 AM,5:00 PM
de1c7b38-a097-456c-bce1-d89ab4c2bccf,aeb5a877-8528-45f7-9bac-5fdf946c5287,"{Mon,Tue,Thu}",9:00 AM,5:00 PM
5f138333-255e-48df-8ab4-7fd873f11aaf,36e2ba78-7315-44d8-ad08-1d8bd07c2651,"{Tue,Wed,Thu}",9:00 AM,5:00 PM
dfeb2a50-c66f-48b1-ba88-830cfa161db3,a765f1c7-685a-4e39-855f-4d8d54f15743,"{Mon,Tue,Fri,Sat}",9:00 AM,6:45 PM
965bed60-db0b-4770-84f6-4ed4d19937e4,00915b1b-872e-4c84-ab53-c9c8b55e56fc,"{Mon,Wed,Sat}",9:00 AM,6:15 PM
fad07baf-6bf1-4a05-86f2-3d855f57a5f3,8add2a87-3e58-403d-bc79-5d420706eae3,"{Tue,Wed,Fri}",9:00 AM,5:30 PM
8a206486-8ae2-418b-8131-c4162ba47481,a787b00a-b16e-47c4-b230-021c14a8798d,"{Mon,Tue,Thu,Fri}",9:00 AM,5:30 PM
6986c0c9-9843-4b4f-9e38-8f84f9e48ac9,06c47b90-9199-4c12-b950-42378d999569,"{Mon,Tue,Thu,Fri,Sat}",9:00 AM,5:15 PM
908bbde4-f48b-4b18-b1c2-e036e3a84068,f735cde1-2274-4383-ae07-1d3f14e2688f,"{Tue,Wed,Thu,Fri,Sat}",9:00 AM,4:00 PM
6b7acceb-f8f8-45a3-a556-5ce3369e33d9,843176e2-d4fd-4b38-8421-347ab2aad1eb,"{Mon,Wed,Thu,Fri,Sat}",9:00 AM,4:45 PM
fe805553-8d21-46a4-84a7-c58b9ef81f1f,e31ce2ff-0f5d-4867-90b6-31a8da28a520,"{Wed,Thu,Fri}",9:00 AM,6:45 PM
aabb1c33-d9f9-4829-85fd-de9293d7d743,f73834b4-df51-4ba9-933c-a82e30697b6a,"{Tue,Fri,Sat}",9:00 AM,4:45 PM
ee8237c1-8428-4bae-b690-c2d6223deee1,d7123480-1a5f-4044-83d8-dc238444c0d5,"{Mon,Tue,Wed,Thu,Sat}",9:00 AM,4:30 PM
ed74219b-85ae-40c7-9ea3-1bbda875b397,80e91034-db71-4e54-89c5-864d5ba77248,"{Mon,Wed,Sat}",9:00 AM,4:30 PM
527ad230-20fe-4d79-9751-4b5ab4ea681c,21fd72a2-b3be-4cb6-af70-441a4364674a,"{Mon,Tue,Fri}",9:00 AM,6:45 PM
082c6f6f-3dd0-4c02-8566-74dc13ddb64d,e4ccc1b3-e26f-4e22-9724-fb8bb96701d3,"{Wed,Thu,Fri}",9:00 AM,5:15 PM
d4e45d0e-99ed-4e06-a7ab-5d8fe7db9d0a,25dee17c-4b69-418f-bc34-5482ca9b46bd,"{Mon,Tue,Wed,Fri,Sat}",9:00 AM,6:00 PM
18a0b746-4f46-4c00-89c2-559295429f9d,611928a6-5139-491f-8b98-2d200dea7d5f,"{Mon,Tue,Thu,Fri,Sat}",9:00 AM,5:45 PM
37b1fb0f-b818-4063-8c78-eee4a36e80f4,240b60eb-fe11-42ca-8859-8e4ae61bc19f,"{Mon,Wed,Thu,Fri,Sat}",9:00 AM,5:30 PM
03c411a1-738e-4015-971f-e8d80ffed004,40fcb372-25a2-4ecd-9197-bd6392e8239a,"{Tue,Wed,Thu,Sat}",9:00 AM,6:30 PM
5fa5f983-0ddc-4102-8e16-5973584a106d,44ffc001-6b36-4342-bcd9-3901dd84f015,"{Mon,Tue,Wed,Sat}",9:00 AM,5:45 PM
8aa9be77-7ba6-4e3b-8b6f-da5f8c22fb61,36dc0e13-c3f8-4e8d-97a9-79efcce081d2,"{Wed,Thu,Fri,Sat}",9:00 AM,5:30 PM
c92211e1-b20d-4bae-9e41-174c8fea23fc,272963c7-7a2d-4141-8558-44e6b765f551,"{Mon,Tue,Fri}",9:00 AM,4:00 PM
5bbbd603-1044-40f4-a7c9-48d809927498,801dd376-1570-4a06-bf1d-1d24f51db861,"{Mon,Tue,Thu,Fri,Sat}",9:00 AM,5:30 PM
2c64e39a-a36f-4a6c-9b75-81ca712679d9,a6c97243-831c-403a-b7c3-23dcad6d01e8,"{Tue,Wed,Thu,Fri}",9:00 AM,5:45 PM
7a79ca6e-c438-4b05-a47e-c2d8ac23f8f1,d5b8d7a4-c30d-4eef-81ae-a7eede4b5b03,"{Mon,Tue,Wed,Sat}",9:00 AM,6:45 PM
c2d773ed-023b-4bb4-9cd9-e371bdb1cb53,b2982ef5-ec94-40cf-8fbf-9a6226ed52a9,"{Mon,Tue,Sat}",9:00 AM,4:30 PM
23efeabd-b777-4692-9d8c-9c4885db4bca,88e92ebe-6a45-4719-89c1-a6d2403a2e1d,"{Wed,Thu,Fri,Sat}",9:00 AM,5:30 PM
1ad21e35-35d6-4414-941b-d21b90789445,b6ae4878-57b3-46e4-be81-dee272e298f9,"{Mon,Tue,Thu}",9:00 AM,5:15 PM
5714ef63-97dd-4361-99e9-fed452f644f1,6d929496-1ca2-48b1-a21b-2c559d8c30c2,"{Mon,Tue,Wed,Thu,Fri}",9:00 AM,4:15 PM
ea2f10d3-3cf0-4c43-b2d7-b0ccc19a32c5,9a36fc1d-f583-4ead-97fc-62fd0c5f0a12,"{Mon,Tue,Wed,Thu,Fri}",9:00 AM,4:45 PM
141a33cf-8f8b-424b-bbe4-894c966e05c8,092dd92b-f690-425b-8df4-bf06c4af94a6,"{Mon,Wed,Fri,Sat}",9:00 AM,5:45 PM
03ac97e0-ad4b-4311-9719-76317cb4ee25,8fbb3e3f-7e04-42ff-adf2-5e3a2ae4ab97,"{Tue,Wed,Fri}",9:00 AM,5:45 PM
d8c3e105-0875-463f-b16c-bf786c7a3ab6,61a8dbe1-bf1a-4a42-874e-f54b2a95d405,"{Mon,Tue,Wed,Fri,Sat}",9:00 AM,4:30 PM
34b6c103-cb01-447a-9d49-e5de0256d8b7,c2c0648e-3758-4f16-b62f-30f043b1e63a,"{Mon,Tue,Thu,Fri,Sat}",9:00 AM,6:30 PM
92cb459d-516b-4492-b5f7-9fbfacc0a04a,bcf1e407-3d2e-4e6b-86ca-cb60df4217af,"{Tue,Wed,Thu,Fri,Sat}",9:00 AM,4:30 PM
3201c25f-8e3d-400e-9164-574f30dc5c6c,d790e0b8-ec5d-4682-b9d6-ebdc5e7a771e,"{Mon,Tue,Wed,Thu,Sat}",9:00 AM,6:45 PM
c0ab690d-22b5-4e35-9b05-9844b1be20f0,a99b137d-ae43-497b-8e06-d099185f97a9,"{Mon,Tue,Thu}",9:00 AM,5:15 PM
7905f4f9-373b-432e-bc1a-a71d09118bb5,381bc2bc-65a6-4a38-8c37-016d7744b9ba,"{Tue,Thu,Fri}",9:00 AM,6:45 PM
d3409da4-c793-44c8-8320-e28027b13412,4411a3de-3027-4d51-ad4f-d828e1030a4c,"{Mon,Tue,Wed,Thu,Sat}",9:00 AM,5:00 PM
670fccd5-cb8f-457d-a422-f8a4bac4ec21,6b674a3c-c3c9-4c12-93e6-58d84264c336,"{Mon,Wed,Thu,Fri,Sat}",9:00 AM,6:00 PM
f98b8555-8b8c-4fbc-8ab9-4ab790f099bd,007d1df1-b680-482c-8e7a-c570330cfc9e,"{Mon,Thu,Sat}",9:00 AM,5:15 PM
3aee6f71-c8f2-4d2b-9514-cbc9b8033f21,337bd5a0-5638-4d61-981d-87890d165479,"{Mon,Tue,Fri}",9:00 AM,5:45 PM
0ca53fbb-2929-4099-a89a-f79e38a0266f,17158c37-1a15-4c0e-967d-2d2401d89792,"{Wed,Fri,Sat}",9:00 AM,6:00 PM
210e1f44-df55-456e-a1be-8f42577160cc,4068b31a-7aa1-4aa3-9f71-4b784efe6916,"{Tue,Thu,Fri,Sat}",9:00 AM,5:30 PM
adc27068-78e6-40f7-a787-68a8d95b7f11,59cb966c-d899-465b-a150-84fad5c50d70,"{Tue,Wed,Thu,Sat}",9:00 AM,4:30 PM
c662620e-0c73-40e0-a11a-95fdd58f099a,57e63dbe-3d4f-4fce-9eb4-ad7c1c1863eb,"{Tue,Thu,Fri}",9:00 AM,4:30 PM
d60cf493-c333-464d-abf4-52e096a09c7d,cbce4ec1-694b-40d6-b7e7-c93959384060,"{Mon,Tue,Wed,Thu,Fri}",9:00 AM,5:45 PM
e24cbb00-548c-403c-9042-3169c1536189,b82314ef-2ce6-40ab-8ba8-612511655bc4,"{Mon,Tue,Wed,Fri,Sat}",9:00 AM,5:30 PM
c07313ca-4d55-4973-9c85-6db513bb736a,b06808df-b575-47e7-b17f-e101bec6a4e8,"{Mon,Tue,Wed,Fri,Sat}",9:00 AM,6:15 PM
8448aa5a-6232-44cb-895f-8b4ab218aa77,6aaf46a9-abca-4a16-b64f-a298303ad247,"{Mon,Wed,Thu,Fri,Sat}",9:00 AM,5:30 PM
6bbbee51-49e4-41c4-9567-9e2a707a077e,4f4e34d1-279f-4fc1-8d30-34bd6dc07804,"{Mon,Tue,Wed,Fri,Sat}",9:00 AM,4:00 PM
26f6a596-a8d8-4f0c-8352-016ceb04b5eb,11b60810-75a4-48f1-8714-08bfef770583,"{Mon,Wed,Fri}",9:00 AM,4:00 PM
b545c96a-0a1e-4157-aa32-2efa253e1693,d3a58ff5-657b-4eab-8edf-9e0e0019bcd6,"{Mon,Tue,Wed,Thu,Fri}",9:00 AM,4:00 PM
e35d3933-2346-43d8-a504-9c5e476f6210,058a2bff-65cc-42e2-a0b1-1ca10534f573,"{Mon,Tue,Wed,Thu,Sat}",9:00 AM,6:30 PM
edcb37dc-5c75-40f6-99df-34af6b7df41e,99abf511-f7d6-4714-b129-5ffbedfff6c6,"{Tue,Thu,Sat}",9:00 AM,6:30 PM
e109fd8a-132c-4023-8a9c-2d6e7b35a973,d049c22e-272b-4998-b3e5-2c1bdc245a7a,"{Mon,Wed,Sat}",9:00 AM,5:00 PM
b6aedb0e-4611-406e-8ada-29ccd5419c21,d563fd75-b1a3-4aa0-bd83-d901fc7b0819,"{Mon,Tue,Thu,Sat}",9:00 AM,5:45 PM
ddf368ed-bb82-4699-8a11-f8a7da9cd8b5,ba263c64-8560-43d7-95c4-86ff5114f7fb,"{Thu,Fri,Sat}",9:00 AM,6:30 PM
0e47388b-2d2f-4f4c-aa41-e8deeaee0af6,e4f5b957-0c4f-4cc0-9b13-adaa2bb1167d,"{Mon,Tue,Wed,Thu,Fri}",9:00 AM,5:00 PM
247d4710-8435-40b7-9243-1456533030d5,cdf7e463-a0de-43b5-a2b7-cd0524273c5d,"{Tue,Thu,Sat}",9:00 AM,6:45 PM
9956878f-02cf-4a5d-ae4f-38ba4eb9293a,74034907-648d-4198-a341-044ad1f86ab3,"{Wed,Thu,Fri,Sat}",9:00 AM,5:30 PM
cc38e808-7ac8-4519-8db5-e0cc36423544,de50fe8c-b5e8-4bbf-b567-668ee520b07d,"{Mon,Tue,Wed,Thu,Sat}",9:00 AM,4:30 PM
78c578db-528c-4a08-b4d6-5d7318a82f5c,cfbf390f-4f95-4030-b95b-856bf082c0cc,"{Mon,Tue,Wed,Thu,Sat}",9:00 AM,4:45 PM
08d9aef9-8a44-43ad-9917-502e1fd3bbba,15e2e515-4838-405f-9250-ccf777047905,"{Mon,Wed,Thu,Fri}",9:00 AM,4:00 PM
