LanguageRecordID,ProviderID,LocationID,ProviderLanguageID,ProviderLanguage,ProviderLanguageStartDate,ProviderLanguageEndDate
aa345632-80c6-48ee-b318-9244671c0047,b3ce6a89-ee48-4fd0-b4e5-a897d7fe4544,6b7e4b96-2249-4df3-9dfd-fbb81e006b96,3fb0f582-9bee-4435-b078-115fd2cef8d7,{German},05-03-2020,
13df78e6-1095-4c01-8ba5-68d3cd9fa3f1,63e6f90b-6c5e-4228-83b8-c77f9db76e8c,90cee8d0-f2fb-41c4-96ab-a1e2dc16f698,c5580baa-5fe5-4a05-85c6-1073b5128559,"{Arabic,Korean}",01-12-2022,
4d57fac2-c6eb-4c7c-adc4-08bed801c404,b4ed3446-cb1e-472c-91a8-1749ec3b4891,4b096c47-b392-488b-8355-9e3b1e019cd6,c640fc6a-6fc2-4909-a7a8-24850d914020,{Tagalog},27-04-2020,
63441b5e-ae2e-47ef-8c08-d45a7c3b4506,f30d824a-7137-4ceb-8e9e-db40ab2f349d,bd2fedeb-c27d-4171-b261-1c6ca3099552,c143b4c2-10cb-45ac-aeac-e197369d04e5,{Persian (Farsi)},24-05-2020,
21f899f2-0252-4c99-b3c8-fd1a0d1400b2,fa4a3ba4-8f7c-4178-b69d-eb516023717d,b176017a-b85b-48e6-ab8e-759e98d02f96,169077d7-b75f-43c8-ae1a-bc448971ef2a,"{Hindi,German,Arabic}",27-06-2025,
64b361b1-6180-4284-b426-02353ea2bdca,d2e1594a-3439-498b-8160-5e22c0316398,2e29bed1-12ae-40b3-9e31-4309bba0b087,0a3e1b94-3a1c-497e-9d54-eb219ffcc88c,"{Japanese,Persian (Farsi)}",15-08-2016,
886b9dc4-c653-434e-8da2-a4512bef7dcc,be65a248-e6b2-4e58-b809-3c57948d5a80,965d202e-3517-4405-825e-88d6ef2b9bb0,49fb3e82-713b-446c-be72-57fb5aa49fb8,"{Korean,Japanese,Portuguese}",22-08-2023,
27842c6a-81fa-43a2-acd6-1ed1fd0f77e2,36837759-3a72-46ef-a614-4dfa96ca523c,70d65e62-bfe4-44d9-80c7-886bef2c94fb,6d1aefce-1fd2-42b6-bf41-9cef4abb6d52,"{Portuguese,German,Polish}",09-01-2016,
27af4239-1df9-47ea-a913-e1a8d00fc324,7ced3223-39e9-4665-846d-a318da87ab19,b467db78-2e95-4788-8804-54179511d36b,63877a10-18c7-4c3c-a9fe-b8a56c039c6a,"{Vietnamese,Chinese,French}",29-09-2021,
1266e1b3-5033-4e70-aa2b-eddebfd34cce,38407f8a-0d16-42f1-8a34-4c29cf9de508,63f85b30-5715-4383-a781-091cb7740f3d,aec898ad-73fc-451d-ad98-d12b83dfff89,"{Portuguese,Chinese,French}",24-05-2020,
d0b4e9f2-bc73-438f-964b-017c052f648d,37c27e78-fad2-428b-864e-0018499a4697,829a56ca-0f44-4846-93f0-58b48b4bd733,44682cdf-f691-47f3-8126-c75417301b46,{Russian},25-07-2021,
fd853638-a511-4573-9335-49c0f770e319,ebb44c98-2f95-4fe7-8b6a-f91face14769,7607a0a9-34fe-4eaf-b8ac-2cf02b191c40,6a823ed9-1b31-46f7-8043-586ff796fc40,{Tagalog},14-11-2016,
5a9b9b95-e233-4005-867b-78d49236a0a6,011d7b5d-c89c-4fde-9c5d-fc1bf1ea87b9,e2e9c9e4-5d55-41ad-a5bb-8537947ef4c5,2dc26ffe-adc8-463c-8364-df4a8be1ecec,"{Vietnamese,Polish,Russian}",27-12-2020,
041efcc3-9bbe-4f0d-94bb-05cf90d44453,e2899908-098d-452a-94be-6e2f38caa0bc,981db551-a04a-498e-ad36-990ce5440e84,3453ee92-f0b4-4fef-b243-98338598247b,"{Polish,Spanish,Arabic}",26-08-2018,02-05-2024
550e21b0-e592-460f-bbc5-85c4c5508b0d,4aa85d29-41e8-47ea-97eb-71600e185ee5,a48f5ca2-3f5d-4903-a3b6-b227ce49bf7c,01c92a93-167a-4e39-9578-cd4db3728048,"{Tagalog,Persian (Farsi)}",19-02-2023,
3ee185e0-44b5-460e-b4c2-290b924043dd,14b842b1-8da0-407b-aa05-bcc4a1bc9d72,6124dbea-e6f6-4bff-a743-71ee43d6e38f,39739f47-e8b4-40e7-81f8-545542d560af,{Portuguese},15-01-2019,
43e7c84a-c335-4b91-82f2-57d3d467abef,7554c3ea-f22e-434b-8017-72f8ee6b8e23,5ba7eb64-9cbf-4274-9cd8-65e70e99655a,39a88cfa-c7f5-4ad9-8e0b-99728f75b983,{German},21-11-2016,
535a2ba2-1b68-47b3-8017-f3051236260d,a5df2d84-41bf-4028-8a8c-c8d45e266b6a,f94e1582-c49e-48c7-9bad-afd2b7e9c934,9b0b0332-3bad-41b4-b6bf-9b9a0932dd26,{Chinese},12-08-2017,
f9d8a428-fa27-4bb7-bc3a-10a01a638b26,34a96adf-668c-4569-a77f-8e1ca34dab28,8775831d-8978-42c1-bf1e-f680cbb12109,f503396f-6a27-4f23-b781-d6908ff6d194,{Persian (Farsi)},19-05-2016,
69c4cb94-e075-4e50-bf1f-aa80e5492e47,54103731-fb3d-4b97-b839-596c2f0c25a9,2645d3fc-c418-4bbc-9eff-8a2ec21f8f29,8fb6432f-4383-47e5-89ae-c6613a6566c3,{Vietnamese},30-04-2018,
79737d00-92c8-4632-a5f5-aefa8da6dfe5,5936c7c4-9c23-4a2e-8c91-32234e59f6b6,82a3ef85-2938-4927-bddb-4de1fa4708a1,794effd3-37d0-4c0c-a8b1-312ef6667dcf,"{Spanish,French,Portuguese}",15-10-2019,
0eb58a3a-5743-448b-a0b7-648b86ea576f,3a94d889-00fa-476d-b70c-20047cfd251f,8d2fe18f-ef17-4c24-a126-5703a1422db9,49b3ee83-d94d-491e-aa76-b18821578e37,"{Persian (Farsi),Hindi}",04-03-2017,
86d0067b-e00f-4e34-b3c1-df7e9f595a94,aa979b99-077d-4dda-afaf-01c76d36a4cd,88e19fcb-fa2a-48b2-871a-07f4dad3a79a,1b7f1388-120f-4d00-93b5-d032fa3a40c0,"{Vietnamese,Spanish,Tagalog}",02-12-2019,26-03-2023
278d2e97-ebf0-48d1-924f-a4899bd44fb7,f4c2883a-a780-4540-9081-bb613d5f3016,7fcb0e7a-4e0a-4a34-9086-db5f390b7f86,48cb8666-b6bd-405a-9575-b594a1c80b62,{Spanish},29-11-2023,
451b4951-f8e7-40ed-a37b-cffe1e40d22a,f1a69259-1d65-4c0c-ae58-9422a6091ae7,21b18c1f-3c74-49ae-bda8-c32ffde8ca98,d0b13cf4-a475-4836-b1b4-b704d8940a64,{German},30-03-2019,
51883981-1231-4126-b574-aea678e292cd,d36a0892-ba61-40d3-a3cf-912ecb58ed55,a2e8b4f0-eda7-4cca-9b45-692490fc4b69,6233d86c-f91b-4a1f-bf05-adaa874da9af,"{Arabic,English}",10-11-2017,
032f6fcb-2eaa-41eb-8de2-c17c569960cd,0198128f-da8c-4281-a7b9-a722de37368d,0d4a6f4e-d792-446e-a156-bba05ab1dbce,54a9e0bc-e27f-42ab-a9a6-e1aa3d6ef8ce,"{Russian,Arabic}",07-03-2021,
8bed2f3f-6c2b-40fe-9e91-66a06acce510,b5e0b7d5-751f-48f8-9d44-ab68d80a338b,9d8b0340-5cc8-4c2c-9dfd-a0de16ca0864,918c61ac-5607-4dbd-bc0c-936cf008152c,"{Tagalog,Vietnamese,Hindi}",28-10-2019,
de46f8cb-cad0-451e-b193-b3baeed86d21,d03275de-9296-442e-8b34-34d3bb5ddc7d,792b0782-ae6a-4e32-9b14-30089fd3491b,a4d8da13-3a1e-4a5e-93c7-38e3ac624be0,"{Korean,German}",14-03-2020,
f42cdccf-0bee-4f99-aef1-586f2acb4deb,2a25c33b-675b-43f1-a48c-6362037563fd,776f59f0-c045-4e47-b237-fcba42a3659f,2312f715-bdae-4780-89f4-bfaefd105ee8,"{Portuguese,French,Arabic}",06-09-2022,
5ba704ba-77eb-44fe-b58a-0e2673b53818,364ead85-392c-4378-94d9-c1f1964b4aff,7642cba3-b531-432b-bec3-3ceb640656b0,4d1a9336-2127-48b4-a0c8-4ed4a808d9eb,"{Polish,Chinese}",04-11-2016,
3a51c473-148e-4bbf-bdea-a3982e57c59d,3de6cced-f8b0-45ac-b037-9260238186c0,764e6ec7-e470-47e3-9c11-04091b257632,b3cd01ab-47e4-401e-8d98-5afeec7bab59,"{Korean,German,Polish}",03-04-2019,
fc8793c1-1c8c-446d-a50d-727ea0d8d616,e30a1cf7-f0ca-44a5-bb4b-ef60a3a87d6d,be0b435b-1835-4ccd-aa18-a7957ec739cf,7a0e8d62-979b-4bc3-a871-58c28b38b658,"{Korean,English,Vietnamese}",24-04-2018,
5d73b468-7b26-492c-b560-75dd9680324b,dc07e21c-7de9-4473-b863-0e76bdb4aad3,fcd48c70-9248-4de2-b19d-b6f8d94d3706,321a7bc9-b462-49df-b318-1dea53c2b40b,{Vietnamese},13-11-2023,19-10-2024
7eda9fa2-bccf-4876-8104-705cdb68d90c,63c1158c-6dd8-43b6-afa3-eeca8312126f,4e3a4ab0-b1ae-4c71-8096-0c23a80d69a3,c08566e5-c04f-4031-83d5-f0c671f7428c,{Hindi},13-12-2015,10-03-2024
d312542d-88e6-4ebd-8196-d585d93591bd,78d36cbe-4fd6-4af6-911d-a62ff72dfdad,d94f3de4-2430-4ee3-81f8-3b0988159322,ba8da934-3e6c-4395-8418-f5062162dae5,{Arabic},14-11-2016,
9d21dacc-8df4-4b28-98bb-63b6c8d2a7e6,905ea4e8-7d2b-49b9-8d76-2be6b9cf710e,a43285f5-c2ef-4d99-9b81-25fe7da63139,57ec90ed-1ad5-4c14-93e9-5b77202649de,{Portuguese},12-03-2021,
66c43b1a-2b3b-4bc7-a2ff-af71e66ae475,0e646161-1d19-4b8b-bbdd-dbc4af838eca,8c12465f-8ca6-462c-8cde-30ad1e704cc5,9171d619-f4a0-447f-a4c6-bee8172808c2,"{Polish,French,Vietnamese}",07-06-2019,
e17b0de9-2dc1-48ee-86b9-aa1ebea7f7d9,b4441ba7-e9ea-4e4b-9ed1-d62f172bb394,220b8e10-54e1-4cd7-be74-ad6599d7d0df,ec1f8570-dc3e-4843-a016-0ce973912351,{Japanese},23-04-2025,
2a534feb-517f-4fa5-b763-5857c696e831,211885d8-efbf-47dd-8da8-b682ee071ad3,a16f3d8d-f302-4d68-beb4-40ee69e0029d,51f46d90-d56d-43b7-8bcb-2e4ff9a79d89,{Spanish},27-12-2016,
b99397a5-74c8-478d-a149-5d4b9769157b,03b397ee-fd91-43b9-8d18-6695a04b1613,7c18c89a-a3f6-4cf4-bf84-b44e1a398711,01e9300c-998a-4940-99de-c383937dd4a4,{Spanish},02-12-2023,
2c869ccd-5045-44a1-aaa9-aa820b10f421,908f31ad-4c5b-4dfb-9fef-f6a0f910eed6,2a168efa-e582-4e4b-a996-a53bb093f11b,50f25d14-220f-4b4d-aec8-4261aa5ed3de,"{German,Persian (Farsi)}",22-09-2024,
f84810b2-4d90-4518-89d1-68ba78ec7242,9e4747eb-f566-4438-a7b3-670421d7b6d5,ef8d52a5-6390-49aa-8e74-aa479484ee45,64cd4c74-dedb-46a2-ac50-3ff60ba79a5e,{French},15-12-2017,01-02-2022
cb47e7d7-46b8-4767-bf1b-2b5007fac733,ac657077-fc1d-4a72-b8d5-8d79549263f3,58b14eaa-b10b-4190-827b-ed1e55069c99,ad732a48-f53d-4e15-a2ec-be87b54eafb9,"{Tagalog,Hindi,French}",13-02-2017,
e65b830d-ced5-4ea5-bda0-43d38e9d65b1,dbb54508-b49b-48cd-8906-cb874f6b89d3,20d8466e-6928-4dbf-879d-2ea869e0204a,6e65dcf2-f2ef-409f-b429-b6b739d6c1cf,"{Hindi,Tagalog,Portuguese}",26-12-2015,
f6f85b03-1218-4ac9-bc6e-f21b1b8d68af,ae064b1b-ad19-45a8-81c3-6219ed180155,603d0df3-fefe-464c-90d8-2f12c1b09ea0,733a82f6-672a-4dec-9d5e-2a72aa2590dd,{Korean},17-09-2022,
ecb212e2-e222-4a2a-9593-7c2d902cdb30,88291d97-d60a-4df3-9209-97dad08b3602,2aa7ad8f-1a36-40e7-9ecc-09c8267bccbf,14226d87-ef60-48fe-9c8b-7337dc09af54,"{French,Portuguese,Tagalog}",31-03-2023,
1597ea94-a63a-468f-a599-588d9fd2c83e,88d14c74-d30c-4ef3-a625-23c9b3642dca,6a364096-23d8-4033-8f26-4684e37298fc,6be836c8-4242-41cd-8946-7850b7bf1c0a,"{Chinese,Polish,Vietnamese}",02-10-2023,
6db2c46e-6924-4ba3-b171-4a48b0581612,25f55abe-a3b8-487c-b7cc-fbd5eb4c687d,6b7024a5-c72e-4f1d-9cff-782f17d24cef,714e5b8e-d7a5-4340-802e-af1e461350d8,"{Vietnamese,Russian}",30-01-2019,
7688df8e-2105-497d-aa7b-fc8ebd65fb4c,75c540a0-fce9-48ec-b643-8e2559f41856,9e1eb637-4611-4c37-8ff7-7c7db2e665d2,977c5050-a1a3-48f7-bffb-2a43013c869e,"{Chinese,Persian (Farsi)}",03-11-2020,
2dd52e31-5dca-4173-811a-63734ea6594b,aeb5a877-8528-45f7-9bac-5fdf946c5287,de1c7b38-a097-456c-bce1-d89ab4c2bccf,5ed7e56d-3402-4c78-bcad-a6fbf572e81c,"{Japanese,Persian (Farsi),Vietnamese}",26-12-2016,
9f30f436-474e-4077-862f-cc9a673f263b,36e2ba78-7315-44d8-ad08-1d8bd07c2651,5f138333-255e-48df-8ab4-7fd873f11aaf,42e4b98c-dd96-4fe5-8247-3a996e09a2a5,{German},02-06-2017,
1bb719ee-01d3-47d6-b6ad-30e8d8d4c1f0,a765f1c7-685a-4e39-855f-4d8d54f15743,dfeb2a50-c66f-48b1-ba88-830cfa161db3,50239d40-4f7b-4544-8d69-ee9e507028ce,"{Portuguese,Persian (Farsi),Japanese}",02-11-2015,
05d4ed1c-fd3e-42eb-8f45-3cba93005e4c,00915b1b-872e-4c84-ab53-c9c8b55e56fc,965bed60-db0b-4770-84f6-4ed4d19937e4,3aba0422-62ae-4be7-a30a-02b09f7be032,{Russian},24-11-2017,
dbdc04aa-8231-499b-aa5e-bb975043de42,8add2a87-3e58-403d-bc79-5d420706eae3,fad07baf-6bf1-4a05-86f2-3d855f57a5f3,36a24e2b-a416-4858-831c-b6ad603c65b8,"{Russian,Portuguese,Korean}",03-04-2018,17-06-2021
56284969-766e-4826-8d5c-53144d2eda0f,a787b00a-b16e-47c4-b230-021c14a8798d,8a206486-8ae2-418b-8131-c4162ba47481,89dfbf0f-ac24-4b81-b821-538820d84267,"{English,Hindi}",16-10-2021,
7f24ed4f-201d-48e3-9af7-fdf2657503da,06c47b90-9199-4c12-b950-42378d999569,6986c0c9-9843-4b4f-9e38-8f84f9e48ac9,18645991-7d8a-4230-a1d4-667feda1470c,"{Vietnamese,Polish}",05-01-2018,
59e0b711-4ba4-487e-a23f-a80498d24e10,f735cde1-2274-4383-ae07-1d3f14e2688f,908bbde4-f48b-4b18-b1c2-e036e3a84068,485b657c-a25f-48df-a039-9cc2bff6e333,"{Vietnamese,German,Hindi}",07-08-2015,
957e693b-1e2c-4b79-8f8d-a7c6902e6a83,843176e2-d4fd-4b38-8421-347ab2aad1eb,6b7acceb-f8f8-45a3-a556-5ce3369e33d9,946dd356-c0a5-4d29-96cb-2df418b67893,"{Russian,Japanese}",22-08-2018,
dab6b81e-754f-4cee-87dd-0a5c7015d583,e31ce2ff-0f5d-4867-90b6-31a8da28a520,fe805553-8d21-46a4-84a7-c58b9ef81f1f,ad8b53ef-a3ea-4d62-a245-44bca33144cb,{Polish},08-01-2023,05-06-2024
957176d1-738d-49c1-a15b-c2db53b866a6,f73834b4-df51-4ba9-933c-a82e30697b6a,aabb1c33-d9f9-4829-85fd-de9293d7d743,eff8012b-5fec-4c17-9f8c-ebe6c27442bd,"{Vietnamese,Russian,Persian (Farsi)}",28-04-2025,
15d4e0be-2e89-42c3-ba6c-d60dfc571063,d7123480-1a5f-4044-83d8-dc238444c0d5,ee8237c1-8428-4bae-b690-c2d6223deee1,d139b7a7-c298-45e3-993d-eb16ae10904f,"{German,Tagalog}",21-01-2025,06-02-2025
